id	uri	name	diva	effect	howToGet	image	lastUpdated
020018	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%83%8d%e3%83%bc%e3%83%99%e3%83%ab%e3%83%bb%e3%82%b7%e3%83%a7%e3%82%b3%e3%83%a9%e3%83%bc%e3%83%87	ネーベル・ショコラーデ	美雲・ギンヌメール	ボイス12％アップ	幻惑ショコラーデ	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/3a1fd2d9-85fc-3c99-8c8b-2408445f7b41.png	2020/03/02 11:50
020019	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%83%a1%e3%83%bc%e3%82%a2%e3%82%b9%e3%83%9f%e3%83%a5%e3%83%bc%e3%83%88%e3%82%b9	メーアスミュートス	美雲・ギンヌメール	ソウル12％アップ	未来を歌う女神たち	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/6bbfe93e-cb1a-3935-a5e6-27c49de0c3af.png	2020/04/26 15:50
020020	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%83%a2%e3%83%bc%e3%83%87%e3%82%a3%e3%83%83%e3%82%b7%e3%83%a5%e3%83%bb%e3%83%b4%e3%82%a7%e3%83%ab%e3%83%87	モーディッシュ・ヴェルデ	美雲・ギンヌメール	星属性プレートの全ステータス5％アップ	ミステリアス・シティ	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/0c48b659-ba89-3023-908a-b7096f37772e.png	2020/05/13 11:50
020021	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%82%af%e3%83%ad%e3%82%b9%e3%82%aa%e3%83%bc%e3%83%90%e3%83%bc%e3%83%bb%e3%82%a4%e3%83%aa%e3%83%a5%e3%83%bc%e3%82%b7%e3%83%96	クロスオーバー・イリューシブ	美雲・ギンヌメール	トータル10％アップ	魔を払う極彩	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/6f7fc2b3-7f09-3938-9636-d5d8a9e04611.png	2020/06/02 11:50
020022	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%83%9f%e3%82%b9%e3%83%86%e3%82%a3%e3%83%83%e3%82%af%e3%83%bb%e3%83%88%e3%83%bc%e3%83%b3	ミスティック・トーン	美雲・ギンヌメール	トータル5％アップ	暖かな歌と幻想	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/1ca9b89a-1714-3265-a5ad-eb86012e84c2.png	2020/09/02 11:50
030001	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%83%af%e3%83%ab%e3%82%ad%e3%83%a5%e3%83%bc%e3%83%ac%e3%83%bb%e3%83%a6%e3%83%8b%e3%83%95%e3%82%a9%e3%83%bc%e3%83%a0	ワルキューレ・ユニフォーム	カナメ・バッカニア	効果なし	最初から所持	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/efb1b157-80df-3933-94be-c3fa5be010f6.png	2018/04/04 15:00
030002	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%82%b7%e3%83%a5%e3%83%88%e3%83%a9%e3%83%bc%e3%83%ab	シュトラール	カナメ・バッカニア	全ステータス2％アップ	閃光のAXIA	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/9d94663f-9725-3007-841f-8f2d61ea96d3.png	2017/09/11 15:00
030003	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%83%96%e3%83%a9%e3%82%a6%e3%83%bb%e3%83%96%e3%83%ab%e3%83%bc%e3%83%a1	ブラウ・ブルーメ	カナメ・バッカニア	チャーム10％アップ	頼れるリーダー、カナメ	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/8a5cb50b-cdf2-3126-b35c-be0604427657.png	2017/11/05 15:00
030004	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%83%9f%e3%83%ab%e3%83%92%e3%82%b7%e3%83%a5%e3%83%88%e3%83%a9%e3%83%bc%e3%82%bb	ミルヒシュトラーセ	カナメ・バッカニア	ソウル10％アップ	秘密の願い事	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/5d24dfa9-5bc9-379e-9b4f-72a34392ce32.png	2018/01/05 15:00
030005	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%82%b7%e3%83%a5%e3%83%b4%e3%82%a1%e3%83%ab%e3%83%84%e3%82%a7%e3%83%bb%e3%83%95%e3%83%aa%e3%83%a5%e3%83%bc%e3%83%aa%e3%83%b3%e3%82%b0	シュヴァルツェ・フリューリング	カナメ・バッカニア	愛属性プレートの全ステータス3%アップ	ほろ苦い恋の味	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/3acbad9f-4d16-3296-807d-6281435a1f10.png	2018/04/04 15:00
030006	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%83%96%e3%83%aa%e3%83%83%e3%83%84%e3%83%bb%e3%83%96%e3%83%a9%e3%82%a6%e3%83%88	ブリッツ・ブラウト	カナメ・バッカニア	ボイスチャーム6%アップ	かけがえなき涙	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/a3b5a131-805e-3808-9731-2d582c5ff4cf.png	2018/05/31 15:00
030007	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%83%9e%e3%83%aa%e3%83%bc%e3%82%b4%e3%83%bc%e3%83%ab%e3%83%89	マリーゴールド	カナメ・バッカニア	ソウルチャーム6%アップ	夏が待ちきれなくて	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/099578bc-94b6-30a1-880c-d12257cc3343.png	2018/07/31 15:00
030008	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%82%a8%e3%83%bc%e3%83%87%e3%83%ab%e3%83%bb%e3%82%b7%e3%83%a5%e3%83%b4%e3%82%a1%e3%83%b3	エーデル・シュヴァン	カナメ・バッカニア	トータル＆サポート3%アップ	意志を繋ぐ歌声	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/f69cb028-6f79-3d1d-82cd-cffe27e526a4.png	2018/10/02 15:00
030009	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%83%ac%e3%82%be%e3%83%8a%e3%83%b3%e3%83%84	レゾナンツ	カナメ・バッカニア	トータル＆ライフ3%アップ	生命を送る歌	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/8a97dc86-cabf-39a3-9a19-df6c675d4363.png	2018/11/08 15:00
030010	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%83%a9%e3%82%a4%e3%83%87%e3%83%b3%e3%82%b7%e3%83%a3%e3%83%95%e3%83%88	ライデンシャフト	カナメ・バッカニア	チャーム10％アップ	歌と冒険のステージへ	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/cf5dbdcd-ee64-3af4-858a-b49ac558b0e0.png	2019/03/31 15:00
030011	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%82%b3%e3%82%ba%e3%83%9f%e3%83%83%e3%82%af%e3%83%9e%e3%83%bc%e3%82%ac%e3%83%ac%e3%83%83%e3%83%88	コズミックマーガレット	カナメ・バッカニア	命属性プレートの全ステータス3％アップ	操舵もOK、私が艦長！	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/288c99e5-483a-35c4-9182-df5f2675521f.png	2019/06/25 15:00
030012	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%83%95%e3%83%ad%e3%83%bc%e3%83%a9%e3%83%ab%e3%82%b5%e3%83%9e%e3%83%bc	フローラルサマー	カナメ・バッカニア	トータル＆ライフ3%アップ	大人な夏のお楽しみ	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/04faba33-0c76-3e00-ab6e-a26063f51565.png	2019/08/03 12:00
030013	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%83%9e%e3%83%b3%e3%83%80%e3%83%aa%e3%83%b3%e3%83%bb%e3%82%b4%e3%83%bc%e3%82%b8%e3%83%a3%e3%82%b9	マンダリン・ゴージャス	カナメ・バッカニア	トータル＆サポート3%アップ	生命巡らす歌と舞	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/cfdacd77-8d80-3ea8-9098-23c7382bd3ae.png	2019/09/25 12:00
030014	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%83%80%e3%82%a4%e3%83%8a%e3%83%bb%e3%82%aa%e3%83%95%e3%82%a3%e3%82%b5%e3%83%bc	ダイナ・オフィサー	カナメ・バッカニア	トータル5％アップ	ラグナポリスウーマン	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/343b5225-3acc-3bf3-9389-e5c3fc6a0226.png	2019/10/20 12:00
030015	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%82%af%e3%83%ad%e3%82%b9%e3%82%aa%e3%83%bc%e3%83%90%e3%83%bc%e3%83%bb%e3%82%a2%e3%83%a9%e3%82%a4%e3%83%96	クロスオーバー・アライブ	カナメ・バッカニア	命属性プレートの全ステータス5％アップ	クロスオーバーライフ	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/4a05f175-bda3-3ea3-a758-88ad2ba1bb4e.png	2019/11/11 12:00
030016	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%83%90%e3%83%bc%e3%82%b9%e3%83%86%e3%82%a3%e3%83%b3%e3%82%b0%e3%83%bb%e3%83%99%e3%83%ab	バースティング・ベル	カナメ・バッカニア	愛属性プレートの全ステータス5％アップ	涙目クリスマス	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/db3bc72a-d8a8-377c-8655-51ddebe835a9.png	2019/11/30 12:00
030017	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%83%95%e3%82%a9%e3%83%bc%e3%82%a2%e3%83%bb%e3%82%b7%e3%83%a5%e3%83%88%e3%83%bc%e3%82%b9	フォーア・シュトース	カナメ・バッカニア	トータル10％アップ	新たなスタートライン	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/d2b18fab-1897-315a-8d03-94e14c1e467c.png	2020/01/01 00:03
030018	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%83%93%e3%83%83%e3%82%bf%e3%83%bc%e3%83%bb%e3%82%b7%e3%83%a7%e3%82%b3%e3%83%a9%e3%83%bc%e3%83%87	ビッター・ショコラーデ	カナメ・バッカニア	ソウル12％アップ	大人の甘い誘惑	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/95fe2ec1-7d83-33ae-90d1-055bc194a874.png	2020/02/02 11:50
030019	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%83%a2%e3%83%bc%e3%83%87%e3%82%a3%e3%83%83%e3%82%b7%e3%83%a5%e3%83%bb%e3%83%8a%e3%83%ab%e3%83%99	モーディッシュ・ナルベ	カナメ・バッカニア	トータル5％アップ	ドラマチック・ライフ	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/2cf1dbfe-4ddc-3b35-a4e5-6729f289ec73.png	2020/04/17 11:50
030020	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%82%b9%e3%83%ad%e3%83%bc%e3%83%96%e3%83%bb%e3%83%91%e3%82%a4%e3%83%ac%e3%83%bc%e3%83%84	スローブ・パイレーツ	カナメ・バッカニア	チャーム12％アップ	BUCCANEER！	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/949034f4-0d60-3206-9ce5-6f5e26ae719c.png	2020/05/25 11:50
030021	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%83%87%e3%83%ab%e3%83%95%e3%82%a3%e3%83%bc%e3%83%b3%e3%83%9f%e3%83%a5%e3%83%bc%e3%83%88%e3%82%b9	デルフィーンミュートス	カナメ・バッカニア	星属性プレートの全ステータス5％アップ	情熱と女神の夏	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/791ea25f-878a-3d6d-a0f9-89c305311aad.png	2020/08/10 11:50
030023	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%82%ab%e3%83%8a%e3%83%a1%e3%83%bb%e3%83%90%e3%83%83%e3%82%ab%e3%83%8b%e3%82%a2_%e3%82%b7%e3%83%a5%e3%83%86%e3%83%ab%e3%83%8d%e3%83%b3%e3%83%bb%e3%83%ac%e3%83%bc%e3%83%99%e3%83%b3	シュテルネン・レーベン	カナメ・バッカニア	命属性プレートの全ステータス5％アップ	星に生命の輝きを	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/0624f652-3295-3ec3-b767-4371c1094718.png	2020/09/10 11:50
040001	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%9e%e3%82%ad%e3%83%8a%e3%83%bb%e4%b8%ad%e5%b3%b6_%e3%83%af%e3%83%ab%e3%82%ad%e3%83%a5%e3%83%bc%e3%83%ac%e3%83%bb%e3%83%a6%e3%83%8b%e3%83%95%e3%82%a9%e3%83%bc%e3%83%a0	ワルキューレ・ユニフォーム	マキナ・中島	効果なし	最初から所持	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/c1280923-5966-3766-9ed8-764a729f2361.png	2018/04/04 15:00
040002	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%9e%e3%82%ad%e3%83%8a%e3%83%bb%e4%b8%ad%e5%b3%b6_%e3%82%b7%e3%83%a5%e3%83%88%e3%83%a9%e3%83%bc%e3%83%ab	シュトラール	マキナ・中島	全ステータス2％アップ	メカニック担当マキナ	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/519e2110-a73d-3bd2-824c-c0b97a3673b2.png	2017/09/11 15:00
040003	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%9e%e3%82%ad%e3%83%8a%e3%83%bb%e4%b8%ad%e5%b3%b6_%e3%82%b9%e3%82%a4%e3%83%bc%e3%83%88%e3%83%bb%e3%83%99%e3%83%ab	スイート・ベル	マキナ・中島	チャーム10％アップ	聖夜の贈り物	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/e8ff8c7b-e2bd-3a44-8a5f-78d1548c7193.png	2017/12/24 15:00
040004	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%9e%e3%82%ad%e3%83%8a%e3%83%bb%e4%b8%ad%e5%b3%b6_%e3%83%91%e3%82%b9%e3%83%86%e3%83%ab%e3%82%b5%e3%83%9e%e3%83%bc	パステルサマー	マキナ・中島	星属性プレートの全ステータス3%アップ	魅惑のサマーメモリー	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/d56487a9-2c9b-3cd1-8443-01c3e3d8419f.png	2018/04/04 15:00
040005	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%9e%e3%82%ad%e3%83%8a%e3%83%bb%e4%b8%ad%e5%b3%b6_%e3%82%b7%e3%83%a5%e3%83%b4%e3%82%a1%e3%83%ab%e3%83%84%e3%82%a7%e3%83%bb%e3%82%ab%e3%83%83%e3%83%84%e3%82%a7	シュヴァルツェ・カッツェ	マキナ・中島	愛属性プレートの全ステータス3%アップ	甘い恋の香り	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/24eb90cb-4d1f-3c90-b120-6629214a288c.png	2018/04/04 15:00
040006	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%9e%e3%82%ad%e3%83%8a%e3%83%bb%e4%b8%ad%e5%b3%b6_%e3%83%ac%e3%82%be%e3%83%8a%e3%83%b3%e3%83%84	レゾナンツ	マキナ・中島	ソウル10％アップ	紡がれた希望	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/cdcae4bc-951e-3331-a311-fa81b1ad9e9b.png	2018/06/24 15:00
040007	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%9e%e3%82%ad%e3%83%8a%e3%83%bb%e4%b8%ad%e5%b3%b6_%e3%83%93%e3%82%aa%e3%83%ac%e3%83%bb%e3%82%b4%e3%83%bc%e3%82%b8%e3%83%a3%e3%82%b9	ビオレ・ゴージャス	マキナ・中島	トータル＆ライフ3%アップ	甘美な誘惑	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/5b9052e8-66fc-3d18-8db6-5ce602d75954.png	2018/09/13 15:00
040008	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%9e%e3%82%ad%e3%83%8a%e3%83%bb%e4%b8%ad%e5%b3%b6_%e3%82%b9%e3%82%a4%e3%83%bc%e3%83%88%e3%83%aa%e3%83%aa%e3%82%b9	スイートリリス	マキナ・中島	トータル＆サポート3%アップ	ナイトメア・パーティー	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/d9ae63d4-1e9e-338a-98f3-a403edb0cef5.png	2018/10/20 15:00
040009	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%9e%e3%82%ad%e3%83%8a%e3%83%bb%e4%b8%ad%e5%b3%b6_%e3%83%95%e3%82%a9%e3%83%bc%e3%82%a2%e3%83%bb%e3%82%b7%e3%83%a5%e3%83%88%e3%83%bc%e3%82%b9	フォーア・シュトース	マキナ・中島	ソウルチャーム6%アップ	仲間と繋ぐ希望	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/17362b5e-01da-30ee-bec0-765925cff82f.png	2018/12/02 15:00
040010	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%9e%e3%82%ad%e3%83%8a%e3%83%bb%e4%b8%ad%e5%b3%b6_%e3%83%a9%e3%82%a4%e3%83%87%e3%83%b3%e3%82%b7%e3%83%a3%e3%83%95%e3%83%88	ライデンシャフト	マキナ・中島	チャーム＆ライフ8%アップ	明日に描く希望	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/d93b551b-615f-3769-ba15-ca1164ccd868.png	2019/05/01 15:00
040011	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%9e%e3%82%ad%e3%83%8a%e3%83%bb%e4%b8%ad%e5%b3%b6_%e3%83%96%e3%83%a9%e3%82%a6%e3%83%bb%e3%83%96%e3%83%ab%e3%83%bc%e3%83%a1	ブラウ・ブルーメ	マキナ・中島	トータル＆サポート3%アップ	癒しのムードメーカー	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/f036991e-e665-3d1c-9fc3-5b75f455bab1.png	2019/05/26 15:00
040012	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%9e%e3%82%ad%e3%83%8a%e3%83%bb%e4%b8%ad%e5%b3%b6_%e3%82%b7%e3%83%a5%e3%83%86%e3%83%ab%e3%83%8d%e3%83%b3%e3%83%bb%e3%83%b4%e3%82%a1%e3%83%83%e3%82%b5%e3%83%bc	シュテルネン・ヴァッサー	マキナ・中島	ボイス＆ライフ8%アップ	恋色乙女なほうき星	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/9e803161-6103-397e-8b62-1d2b884ee4f6.png	2019/06/20 15:00
040013	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%9e%e3%82%ad%e3%83%8a%e3%83%bb%e4%b8%ad%e5%b3%b6_%e3%83%95%e3%83%ad%e3%83%bc%e3%83%a9%e3%83%ab%e3%82%b5%e3%83%9e%e3%83%bc	フローラルサマー	マキナ・中島	命属性プレートの全ステータス3％アップ	魅惑のサマーバリュー	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/a7ebbbf2-88d2-366d-a327-ba54b4961a3a.png	2019/07/11 12:00
040014	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%9e%e3%82%ad%e3%83%8a%e3%83%bb%e4%b8%ad%e5%b3%b6_%e3%82%af%e3%83%ad%e3%82%b9%e3%82%aa%e3%83%bc%e3%83%90%e3%83%bc%e3%83%bb%e3%82%b9%e3%82%a4%e3%83%bc%e3%83%88	クロスオーバー・スイート	マキナ・中島	トータル5％アップ	ふわふわクロッシング	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/4b078676-e657-3077-ba57-19dd72d8f905.png	2019/11/24 12:00
040015	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%9e%e3%82%ad%e3%83%8a%e3%83%bb%e4%b8%ad%e5%b3%b6_%e3%82%ad%e3%83%a2%e3%83%8e%e3%83%bb%e3%83%a9%e3%83%93%e3%83%83%e3%83%88	キモノ・ラビット	マキナ・中島	命属性プレートの全ステータス5％アップ	新春の雪花	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/ca684e1f-c854-3e27-b5c4-ef555396e8ea.png	2020/01/12 12:00
040016	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%9e%e3%82%ad%e3%83%8a%e3%83%bb%e4%b8%ad%e5%b3%b6_%e3%83%9f%e3%83%ab%e3%83%92%e3%83%bb%e3%82%b7%e3%83%a7%e3%82%b3%e3%83%a9%e3%83%bc%e3%83%87	ミルヒ・ショコラーデ	マキナ・中島	星属性プレートの全ステータス5％アップ	ふわふわ・メルティ	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/456dea03-14f2-348e-99a0-267fa851ce5a.png	2020/02/15 11:50
